,recording,shank,id,label,spike_prop,time_prop
313,m361r2_17,3.0,12.0,0.0,0.8229203983664111,0.1639044330125162
314,m361r2_17,3.0,9.0,-1.0,0.8280669144981413,0.16395196686578845
315,m361r2_17,3.0,4.0,-1.0,0.8504192423036906,0.16392919531434394
316,m361r2_17,3.0,16.0,1.0,0.8575139146567718,0.1649275470112541
317,m361r2_17,3.0,2.0,1.0,0.7547339945897205,0.1805394370618112
318,m361r2_17,3.0,10.0,1.0,0.7145688800792864,0.18120489625400393
319,m361r2_17,4.0,11.0,-1.0,0.8606522018813807,0.16388848183966637
320,m361r2_17,4.0,10.0,-1.0,0.8570797649679327,0.1638971016120707
321,m361r2_17,4.0,7.0,1.0,0.8462087240114146,0.16390947776001533
322,m361r2_17,4.0,8.0,1.0,0.836413358746996,0.16417259950894666
323,m361r2_17,4.0,5.0,-1.0,0.79613960867266,0.1639840023908335
324,m361r2_17,4.0,12.0,-1.0,0.9311912323307803,0.16398225098862904
325,m361r2_17,4.0,13.0,1.0,0.9080806178187982,0.163998273762594
326,m361r2_17,4.0,4.0,1.0,0.8526002971768202,0.16412771775154747
327,m361r2_17,4.0,2.0,1.0,0.9134182908545727,0.16419010903841305
328,m361r2_20,1.0,8.0,-1.0,0.39762299389578365,0.319434380378655
329,m361r2_20,1.0,6.0,-1.0,0.9734750645738128,0.43697652023171035
330,m361r2_20,1.0,2.0,1.0,0.5319749216300941,0.3209476327575194
331,m361r2_20,2.0,9.0,-1.0,0.5903896864928215,0.3194774215453271
332,m361r2_20,2.0,7.0,-1.0,0.7509727626459144,0.31979600060571906
333,m361r2_20,3.0,5.0,-1.0,0.5718964952505732,0.3557810918630677
334,m361r2_20,4.0,5.0,-1.0,0.7336429919342095,0.3193921902590906
335,m361r2_20,4.0,7.0,1.0,0.8410455910455911,0.31945864610981156
336,m361r2_20,4.0,3.0,1.0,0.7433174661296228,0.31960098303364803
337,m361r2_34,2.0,7.0,0.0,0.9576585790859329,0.5240921886571909
338,m361r2_34,4.0,9.0,0.0,0.6837682798739597,0.2993139494718495
339,m258r1_7,1.0,39.0,1.0,0.6924869755963806,0.3930491151675572
340,m258r1_7,1.0,31.0,1.0,0.6544109491803642,0.3930491532420189
341,m258r1_7,1.0,6.0,-1.0,0.6508604206500956,0.3932310094112298
342,m258r1_7,1.0,29.0,1.0,0.701588940515115,0.39305013708866793
343,m258r1_7,1.0,41.0,1.0,0.6698758576286191,0.39305129760761004
344,m258r1_7,1.0,34.0,-1.0,0.6324444811359696,0.39305333995483177
